ID,Product_ID,Product_Name,Sub_Category,Category
36,FUR-BO-3649,Bush Westfield Collection Bookcases- Dark Cherry Finish,5,1
37,FUR-BO-3650,Bush Westfield Collection Bookcases- Dark Cherry Finish- Fully Assembled,5,1
38,FUR-BO-3651,Bush Westfield Collection Bookcases- Fully Assembled,5,1
39,FUR-BO-3652,Bush Westfield Collection Bookcases- Medium Cherry Finish,5,1
40,FUR-BO-3885,Dania 3-Shelf Cabinet- Metal,5,1
41,FUR-BO-3886,Dania 3-Shelf Cabinet- Mobile,5,1
42,FUR-BO-3887,Dania 3-Shelf Cabinet- Pine,5,1
43,FUR-BO-3888,Dania 3-Shelf Cabinet- Traditional,5,1
44,FUR-BO-3889,Dania Classic Bookcase- Metal,5,1
45,FUR-BO-3890,Dania Classic Bookcase- Mobile,5,1
46,FUR-BO-3891,Dania Classic Bookcase- Pine,5,1
47,FUR-BO-3892,Dania Classic Bookcase- Traditional,5,1
48,FUR-BO-3893,Dania Corner Shelving- Metal,5,1
49,FUR-BO-3894,Dania Corner Shelving- Mobile,5,1
50,FUR-BO-3895,Dania Corner Shelving- Pine,5,1
51,FUR-BO-3896,Dania Corner Shelving- Traditional,5,1
52,FUR-BO-3897,Dania Floating Shelf Set- Metal,5,1
53,FUR-BO-3898,Dania Floating Shelf Set- Mobile,5,1
54,FUR-BO-3899,Dania Floating Shelf Set- Pine,5,1
55,FUR-BO-3900,Dania Floating Shelf Set- Traditional,5,1
56,FUR-BO-3901,Dania Library with Doors- Metal,5,1
57,FUR-BO-3902,Dania Library with Doors- Mobile,5,1
58,FUR-BO-3903,Dania Library with Doors- Pine,5,1
59,FUR-BO-3904,Dania Library with Doors- Traditional,5,1
60,FUR-BO-3905,Dania Stackable Bookrack- Mobile,5,1
61,FUR-BO-3906,Dania Stackable Bookrack- Pine,5,1
62,FUR-BO-3907,Dania Stackable Bookrack- Traditional,5,1
63,FUR-BO-3978,DMI Eclipse Executive Suite Bookcases,5,1
64,FUR-BO-4391,Global Adaptabilites Bookcase- Cherry/Storm Gray Finish,5,1
65,FUR-BO-4621,Hon 4-Shelf Metal Bookcases,5,1
66,FUR-BO-4666,Hon Metal Bookcases- Black,5,1
67,FUR-BO-4667,Hon Metal Bookcases- Gray,5,1
68,FUR-BO-4668,Hon Metal Bookcases- Putty,5,1
69,FUR-BO-4844,Ikea 3-Shelf Cabinet- Metal,5,1
70,FUR-BO-4845,Ikea 3-Shelf Cabinet- Mobile,5,1
71,FUR-BO-4846,Ikea 3-Shelf Cabinet- Pine,5,1
72,FUR-BO-4847,Ikea 3-Shelf Cabinet- Traditional,5,1
73,FUR-BO-4848,Ikea Classic Bookcase- Metal,5,1
74,FUR-BO-4849,Ikea Classic Bookcase- Mobile,5,1
75,FUR-BO-4850,Ikea Classic Bookcase- Pine,5,1
76,FUR-BO-4851,Ikea Classic Bookcase- Traditional,5,1
77,FUR-BO-4852,Ikea Corner Shelving- Metal,5,1
78,FUR-BO-4853,Ikea Corner Shelving- Mobile,5,1
79,FUR-BO-4854,Ikea Corner Shelving- Pine,5,1
80,FUR-BO-4855,Ikea Corner Shelving- Traditional,5,1
81,FUR-BO-4856,Ikea Floating Shelf Set- Metal,5,1
82,FUR-BO-4857,Ikea Floating Shelf Set- Mobile,5,1
83,FUR-BO-4858,Ikea Floating Shelf Set- Pine,5,1
84,FUR-BO-4859,Ikea Floating Shelf Set- Traditional,5,1
85,FUR-BO-4860,Ikea Library with Doors- Metal,5,1
86,FUR-BO-4861,Ikea Library with Doors- Mobile,5,1
87,FUR-BO-4862,Ikea Library with Doors- Pine,5,1
88,FUR-BO-4863,Ikea Library with Doors- Traditional,5,1
89,FUR-BO-4864,Ikea Stackable Bookrack- Metal,5,1
90,FUR-BO-4865,Ikea Stackable Bookrack- Mobile,5,1
91,FUR-BO-4866,Ikea Stackable Bookrack- Pine,5,1
92,FUR-BO-4867,Ikea Stackable Bookrack- Traditional,5,1
93,FUR-BO-5519,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,5,1
94,FUR-BO-5520,O'Sullivan 2-Shelf Heavy-Duty Bookcases,5,1
95,FUR-BO-5521,O'Sullivan 3-Shelf Heavy-Duty Bookcases,5,1
96,FUR-BO-5522,O'Sullivan 4-Shelf Bookcase in Odessa Pine,5,1
97,FUR-BO-5523,O'Sullivan 5-Shelf Heavy-Duty Bookcases,5,1
98,FUR-BO-5524,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,5,1
99,FUR-BO-5525,O'Sullivan Cherrywood Estates Traditional Bookcase,5,1
100,FUR-BO-5526,O'Sullivan Elevations Bookcase- Cherry Finish,5,1
101,FUR-BO-5527,O'Sullivan Living Dimensions 2-Shelf Bookcases,5,1
102,FUR-BO-5528,O'Sullivan Living Dimensions 3-Shelf Bookcases,5,1
103,FUR-BO-5529,O'Sullivan Living Dimensions 5-Shelf Bookcases,5,1
104,FUR-BO-5530,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,5,1
105,FUR-BO-5531,O'Sullivan Plantations 2-Door Library in Landvery Oak,5,1
106,FUR-BO-5685,Riverside Palais Royal Lawyers Bookcase- Royale Cherry Finish,5,1
107,FUR-BO-5742,Rush Hierlooms Collection 1 Thick Stackable Bookcases,5,1
108,FUR-BO-5743,Rush Hierlooms Collection Rich Wood Bookcases,5,1
109,FUR-BO-5745,Safco 3-Shelf Cabinet- Metal,5,1
110,FUR-BO-5746,Safco 3-Shelf Cabinet- Mobile,5,1
111,FUR-BO-5747,Safco 3-Shelf Cabinet- Pine,5,1
112,FUR-BO-5748,Safco 3-Shelf Cabinet- Traditional,5,1
113,FUR-BO-5760,Safco Classic Bookcase- Metal,5,1
114,FUR-BO-5761,Safco Classic Bookcase- Mobile,5,1
115,FUR-BO-5762,Safco Classic Bookcase- Pine,5,1
116,FUR-BO-5763,Safco Classic Bookcase- Traditional,5,1
117,FUR-BO-5768,Safco Corner Shelving- Metal,5,1
118,FUR-BO-5769,Safco Corner Shelving- Mobile,5,1
119,FUR-BO-5770,Safco Corner Shelving- Pine,5,1
120,FUR-BO-5771,Safco Corner Shelving- Traditional,5,1
121,FUR-BO-5777,Safco Floating Shelf Set- Metal,5,1
122,FUR-BO-5778,Safco Floating Shelf Set- Mobile,5,1
123,FUR-BO-5779,Safco Floating Shelf Set- Pine,5,1
124,FUR-BO-5780,Safco Floating Shelf Set- Traditional,5,1
125,FUR-BO-5785,Safco Library with Doors- Metal,5,1
126,FUR-BO-5786,Safco Library with Doors- Mobile,5,1
127,FUR-BO-5787,Safco Library with Doors- Pine,5,1
128,FUR-BO-5788,Safco Library with Doors- Traditional,5,1
129,FUR-BO-5797,Safco Stackable Bookrack- Mobile,5,1
130,FUR-BO-5798,Safco Stackable Bookrack- Pine,5,1
131,FUR-BO-5799,Safco Stackable Bookrack- Traditional,5,1
132,FUR-BO-5809,Safco Value Mate Series Steel Bookcases- Baked Enamel Finish on Steel- Gray,5,1
133,FUR-BO-5810,Safco Value Mate Steel Bookcase- Baked Enamel Finish on Steel- Black,5,1
134,FUR-BO-5940,Sauder 3-Shelf Cabinet- Metal,5,1
135,FUR-BO-5941,Sauder 3-Shelf Cabinet- Mobile,5,1
136,FUR-BO-5942,Sauder 3-Shelf Cabinet- Pine,5,1
137,FUR-BO-5943,Sauder 3-Shelf Cabinet- Traditional,5,1
138,FUR-BO-5944,Sauder Barrister Bookcases,5,1
139,FUR-BO-5945,Sauder Camden County Barrister Bookcase- Planked Cherry Finish,5,1
140,FUR-BO-5946,Sauder Camden County Collection Libraries- Planked Cherry Finish,5,1
141,FUR-BO-5947,Sauder Camden County Collection Library,5,1
142,FUR-BO-5948,Sauder Classic Bookcase- Metal,5,1
143,FUR-BO-5949,Sauder Classic Bookcase- Mobile,5,1
144,FUR-BO-5950,Sauder Classic Bookcase- Pine,5,1
145,FUR-BO-5951,Sauder Classic Bookcase- Traditional,5,1
146,FUR-BO-5952,Sauder Corner Shelving- Metal,5,1
147,FUR-BO-5953,Sauder Corner Shelving- Mobile,5,1
148,FUR-BO-5954,Sauder Corner Shelving- Pine,5,1
149,FUR-BO-5955,Sauder Corner Shelving- Traditional,5,1
150,FUR-BO-5956,Sauder Cornerstone Collection Library,5,1
151,FUR-BO-5957,Sauder Facets Collection Library- Sky Alder Finish,5,1
152,FUR-BO-5959,Sauder Floating Shelf Set- Metal,5,1
153,FUR-BO-5960,Sauder Floating Shelf Set- Mobile,5,1
154,FUR-BO-5961,Sauder Floating Shelf Set- Pine,5,1
155,FUR-BO-5962,Sauder Floating Shelf Set- Traditional,5,1
156,FUR-BO-5963,Sauder Forest Hills Library with Doors- Woodland Oak Finish,5,1
157,FUR-BO-5964,Sauder Forest Hills Library- Woodland Oak Finish,5,1
158,FUR-BO-5965,Sauder Inglewood Library Bookcases,5,1
159,FUR-BO-5966,Sauder Library with Doors- Metal,5,1
160,FUR-BO-5967,Sauder Library with Doors- Mobile,5,1
161,FUR-BO-5968,Sauder Library with Doors- Pine,5,1
162,FUR-BO-5969,Sauder Library with Doors- Traditional,5,1
163,FUR-BO-5970,Sauder Mission Library with Doors- Fruitwood Finish,5,1
164,FUR-BO-5971,Sauder Stackable Bookrack- Mobile,5,1
165,FUR-BO-5972,Sauder Stackable Bookrack- Pine,5,1
166,FUR-BO-5973,Sauder Stackable Bookrack- Traditional,5,1
167,FUR-CH-3433,Bevis Steel Folding Chairs,6,1
168,FUR-CH-3977,DMI Arturo Collection Mission-style Design Wood Chair,6,1
169,FUR-CH-4393,Global Airflow Leather Mesh Back Chair- Black,6,1
170,FUR-CH-4394,Global Armless Task Chair- Royal Blue,6,1
171,FUR-CH-4395,Global Chrome Stack Chair,6,1
172,FUR-CH-4396,Global Comet Stacking Arm Chair,6,1
173,FUR-CH-4397,Global Comet Stacking Armless Chair,6,1
174,FUR-CH-4398,Global Commerce Series High-Back Swivel/Tilt Chairs,6,1
175,FUR-CH-4399,Global Commerce Series Low-Back Swivel/Tilt Chairs,6,1
176,FUR-CH-4400,Global Deluxe High-Back Manager's Chair,6,1
177,FUR-CH-4401,Global Deluxe High-Back Office Chair in Storm,6,1
178,FUR-CH-4402,Global Deluxe Office Fabric Chairs,6,1
179,FUR-CH-4403,Global Deluxe Stacking Chair- Gray,6,1
180,FUR-CH-4404,Global Deluxe Steno Chair,6,1
181,FUR-CH-4405,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,6,1
182,FUR-CH-4406,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,6,1
183,FUR-CH-4407,Global Ergonomic Managers Chair,6,1
184,FUR-CH-4408,Global Executive Mid-Back Manager's Chair,6,1
185,FUR-CH-4409,Global Fabric Manager's Chair- Dark Gray,6,1
186,FUR-CH-4410,Global Geo Office Task Chair- Gray,6,1
187,FUR-CH-4411,Global Highback Leather Tilter in Burgundy,6,1
188,FUR-CH-4412,Global High-Back Leather Tilter- Burgundy,6,1
189,FUR-CH-4413,Global Italian Leather Office Chair,6,1
190,FUR-CH-4414,Global Leather & Oak Executive Chair- Burgundy,6,1
191,FUR-CH-4415,Global Leather and Oak Executive Chair- Black,6,1
192,FUR-CH-4416,Global Leather Executive Chair,6,1
193,FUR-CH-4417,Global Leather Highback Executive Chair with Pneumatic Height Adjustment- Black,6,1
194,FUR-CH-4418,Global Leather Task Chair- Black,6,1
195,FUR-CH-4419,Global Low Back Tilter Chair,6,1
196,FUR-CH-4420,Global Manager's Adjustable Task Chair- Storm,6,1
197,FUR-CH-4421,Global Push Button Manager's Chair- Indigo,6,1
198,FUR-CH-4422,Global Stack Chair with Arms- Black,6,1
199,FUR-CH-4423,Global Stack Chair without Arms- Black,6,1
200,FUR-CH-4424,Global Super Steno Chair,6,1
201,FUR-CH-4425,Global Task Chair- Black,6,1
202,FUR-CH-4426,Global Troy Executive Leather Low-Back Tilter,6,1
203,FUR-CH-4427,Global Value Mid-Back Manager's Chair- Gray,6,1
204,FUR-CH-4428,Global Value Steno Chair- Gray,6,1
205,FUR-CH-4429,Global Wood Trimmed Manager's Task Chair- Khaki,6,1
206,FUR-CH-4489,GuestStacker Chair with Chrome Finish Legs,6,1
207,FUR-CH-4517,Harbour Creations 67200 Series Stacking Chairs,6,1
208,FUR-CH-4518,Harbour Creations Bag Chairs- Adjustable,6,1
209,FUR-CH-4519,Harbour Creations Bag Chairs- Black,6,1
210,FUR-CH-4520,Harbour Creations Bag Chairs- Red,6,1
211,FUR-CH-4521,Harbour Creations Bag Chairs- Set of Two,6,1
212,FUR-CH-4522,Harbour Creations Chairmat- Adjustable,6,1
213,FUR-CH-4523,Harbour Creations Chairmat- Black,6,1
214,FUR-CH-4524,Harbour Creations Chairmat- Red,6,1
215,FUR-CH-4525,Harbour Creations Chairmat- Set of Two,6,1
216,FUR-CH-4530,Harbour Creations Executive Leather Armchair- Adjustable,6,1
217,FUR-CH-4531,Harbour Creations Executive Leather Armchair- Black,6,1
218,FUR-CH-4532,Harbour Creations Executive Leather Armchair- Red,6,1
219,FUR-CH-4544,Harbour Creations Rocking Chair- Adjustable,6,1
220,FUR-CH-4545,Harbour Creations Rocking Chair- Black,6,1
221,FUR-CH-4546,Harbour Creations Rocking Chair- Red,6,1
222,FUR-CH-4547,Harbour Creations Rocking Chair- Set of Two,6,1
223,FUR-CH-4556,Harbour Creations Steel Folding Chair,6,1
224,FUR-CH-4557,Harbour Creations Steel Folding Chair- Adjustable,6,1
225,FUR-CH-4558,Harbour Creations Steel Folding Chair- Black,6,1
226,FUR-CH-4559,Harbour Creations Steel Folding Chair- Red,6,1
227,FUR-CH-4560,Harbour Creations Steel Folding Chair- Set of Two,6,1
228,FUR-CH-4561,Harbour Creations Swivel Stool- Adjustable,6,1
229,FUR-CH-4562,Harbour Creations Swivel Stool- Black,6,1
230,FUR-CH-4563,Harbour Creations Swivel Stool- Red,6,1
231,FUR-CH-4564,Harbour Creations Swivel Stool- Set of Two,6,1
232,FUR-CH-4602,High-Back Leather Manager's Chair,6,1
233,FUR-CH-4613,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,6,1
234,FUR-CH-4618,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,6,1
235,FUR-CH-4619,Hon 4070 Series Pagoda Round Back Stacking Chairs,6,1
236,FUR-CH-4620,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,6,1
237,FUR-CH-4623,HON 5400 Series Task Chairs for Big and Tall,6,1
238,FUR-CH-4626,Hon Bag Chairs- Adjustable,6,1
239,FUR-CH-4627,Hon Bag Chairs- Black,6,1
240,FUR-CH-4628,Hon Bag Chairs- Red,6,1
241,FUR-CH-4629,Hon Bag Chairs- Set of Two,6,1
242,FUR-CH-4630,Hon Chairmat- Adjustable,6,1
243,FUR-CH-4631,Hon Chairmat- Black,6,1
244,FUR-CH-4632,Hon Chairmat- Red,6,1
245,FUR-CH-4633,Hon Chairmat- Set of Two,6,1
246,FUR-CH-4641,Hon Comfortask Task/Swivel Chairs,6,1
247,FUR-CH-4649,Hon Deluxe Fabric Upholstered Stacking Chairs,6,1
248,FUR-CH-4650,Hon Deluxe Fabric Upholstered Stacking Chairs- Rounded Back,6,1
249,FUR-CH-4651,Hon Deluxe Fabric Upholstered Stacking Chairs- Squared Back,6,1
250,FUR-CH-4652,Hon Every-Day Chair Series Swivel Task Chairs,6,1
251,FUR-CH-4653,Hon Every-Day Series Multi-Task Chairs,6,1
252,FUR-CH-4654,Hon Executive Leather Armchair- Adjustable,6,1
253,FUR-CH-4655,Hon Executive Leather Armchair- Black,6,1
254,FUR-CH-4656,Hon Executive Leather Armchair- Red,6,1
255,FUR-CH-4661,Hon GuestStacker Chair,6,1
256,FUR-CH-4669,Hon Mobius Operator's Chair,6,1
257,FUR-CH-4670,Hon Multipurpose Stacking Arm Chairs,6,1
258,FUR-CH-4672,Hon Olson Stacker Chairs,6,1
259,FUR-CH-4673,Hon Olson Stacker Stools,6,1
260,FUR-CH-4674,Hon Pagoda Stacking Chairs,6,1
261,FUR-CH-4681,Hon Rocking Chair- Adjustable,6,1
262,FUR-CH-4682,Hon Rocking Chair- Black,6,1
263,FUR-CH-4683,Hon Rocking Chair- Red,6,1
264,FUR-CH-4684,Hon Rocking Chair- Set of Two,6,1
265,FUR-CH-4697,Hon Steel Folding Chair- Adjustable,6,1
266,FUR-CH-4698,Hon Steel Folding Chair- Black,6,1
267,FUR-CH-4699,Hon Steel Folding Chair- Red,6,1
268,FUR-CH-4700,Hon Steel Folding Chair- Set of Two,6,1
269,FUR-CH-4701,Hon Swivel Stool- Adjustable,6,1
270,FUR-CH-4702,Hon Swivel Stool- Black,6,1
271,FUR-CH-4703,Hon Swivel Stool- Red,6,1
272,FUR-CH-4704,Hon Swivel Stool- Set of Two,6,1
273,FUR-CH-4709,Hon Valutask Swivel Chairs,6,1
274,FUR-CH-4840,Iceberg Nesting Folding Chair- 19w x 6d x 43h,6,1
275,FUR-CH-5048,Leather Task Chair- Black,6,1
276,FUR-CH-5090,Lifetime Advantage Folding Chairs- 4/Carton,6,1
277,FUR-CH-5230,Metal Folding Chairs- Beige- 4/Carton,6,1
278,FUR-CH-5366,Novimex Bag Chairs- Adjustable,6,1
279,FUR-CH-5367,Novimex Bag Chairs- Black,6,1
280,FUR-CH-5368,Novimex Bag Chairs- Red,6,1
281,FUR-CH-5369,Novimex Bag Chairs- Set of Two,6,1
282,FUR-CH-5370,Novimex Chairmat- Adjustable,6,1
283,FUR-CH-5371,Novimex Chairmat- Black,6,1
284,FUR-CH-5372,Novimex Chairmat- Red,6,1
285,FUR-CH-5373,Novimex Chairmat- Set of Two,6,1
286,FUR-CH-5378,Novimex Executive Leather Armchair- Adjustable,6,1
287,FUR-CH-5379,Novimex Executive Leather Armchair- Black,6,1
288,FUR-CH-5380,Novimex Executive Leather Armchair- Red,6,1
289,FUR-CH-5381,Novimex Fabric Task Chair,6,1
290,FUR-CH-5386,Novimex High-Tech Fabric Mesh Task Chair,6,1
291,FUR-CH-5394,Novimex Rocking Chair- Adjustable,6,1
292,FUR-CH-5395,Novimex Rocking Chair- Black,6,1
293,FUR-CH-5396,Novimex Rocking Chair- Red,6,1
294,FUR-CH-5397,Novimex Rocking Chair- Set of Two,6,1
295,FUR-CH-5406,Novimex Steel Folding Chair- Adjustable,6,1
296,FUR-CH-5407,Novimex Steel Folding Chair- Black,6,1
297,FUR-CH-5408,Novimex Steel Folding Chair- Red,6,1
298,FUR-CH-5409,Novimex Steel Folding Chair- Set of Two,6,1
299,FUR-CH-5410,Novimex Swivel Fabric Task Chair,6,1
300,FUR-CH-5411,Novimex Swivel Stool- Adjustable,6,1
301,FUR-CH-5412,Novimex Swivel Stool- Black,6,1
302,FUR-CH-5413,Novimex Swivel Stool- Red,6,1
303,FUR-CH-5414,Novimex Swivel Stool- Set of Two,6,1
304,FUR-CH-5415,Novimex Turbo Task Chair,6,1
305,FUR-CH-5423,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,6,1
306,FUR-CH-5424,Office Star - Contemporary Task Swivel Chair,6,1
307,FUR-CH-5425,Office Star - Contemporary Task Swivel chair with 2-way adjustable arms- Plum,6,1
308,FUR-CH-5426,Office Star - Contemporary Task Swivel chair with Loop Arms- Charcoal,6,1
309,FUR-CH-5427,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,6,1
310,FUR-CH-5428,Office Star - Ergonomically Designed Knee Chair,6,1
311,FUR-CH-5429,Office Star - Mesh Screen back chair with Vinyl seat,6,1
312,FUR-CH-5430,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,6,1
313,FUR-CH-5431,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,6,1
314,FUR-CH-5432,Office Star - Task Chair with Contemporary Loop Arms,6,1
315,FUR-CH-5433,Office Star Bag Chairs- Adjustable,6,1
316,FUR-CH-5434,Office Star Bag Chairs- Black,6,1
317,FUR-CH-5435,Office Star Bag Chairs- Red,6,1
318,FUR-CH-5436,Office Star Bag Chairs- Set of Two,6,1
319,FUR-CH-5437,Office Star Chairmat- Adjustable,6,1
320,FUR-CH-5438,Office Star Chairmat- Black,6,1
321,FUR-CH-5439,Office Star Chairmat- Red,6,1
322,FUR-CH-5440,Office Star Chairmat- Set of Two,6,1
323,FUR-CH-5441,Office Star Executive Leather Armchair- Adjustable,6,1
324,FUR-CH-5442,Office Star Executive Leather Armchair- Black,6,1
325,FUR-CH-5443,Office Star Executive Leather Armchair- Red,6,1
326,FUR-CH-5444,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,6,1
327,FUR-CH-5445,Office Star Flex Back Scooter Chair with White Frame,6,1
328,FUR-CH-5446,Office Star Rocking Chair- Adjustable,6,1
329,FUR-CH-5447,Office Star Rocking Chair- Black,6,1
330,FUR-CH-5448,Office Star Rocking Chair- Red,6,1
331,FUR-CH-5449,Office Star Rocking Chair- Set of Two,6,1
332,FUR-CH-5450,Office Star Steel Folding Chair- Adjustable,6,1
333,FUR-CH-5451,Office Star Steel Folding Chair- Black,6,1
334,FUR-CH-5452,Office Star Steel Folding Chair- Red,6,1
335,FUR-CH-5453,Office Star Steel Folding Chair- Set of Two,6,1
336,FUR-CH-5454,Office Star Swivel Stool- Adjustable,6,1
337,FUR-CH-5455,Office Star Swivel Stool- Black,6,1
338,FUR-CH-5456,Office Star Swivel Stool- Red,6,1
339,FUR-CH-5457,Office Star Swivel Stool- Set of Two,6,1
340,FUR-CH-5536,Padded Folding Chairs- Black- 4/Carton,6,1
341,FUR-CH-5749,SAFCO Arco Folding Chair,6,1
342,FUR-CH-5750,SAFCO Bag Chairs- Adjustable,6,1
343,FUR-CH-5751,SAFCO Bag Chairs- Black,6,1
344,FUR-CH-5752,SAFCO Bag Chairs- Red,6,1
345,FUR-CH-5753,SAFCO Bag Chairs- Set of Two,6,1
346,FUR-CH-5755,Safco Chair Connectors- 6/Carton,6,1
347,FUR-CH-5756,SAFCO Chairmat- Adjustable,6,1
348,FUR-CH-5757,SAFCO Chairmat- Black,6,1
349,FUR-CH-5758,SAFCO Chairmat- Red,6,1
350,FUR-CH-5759,SAFCO Chairmat- Set of Two,6,1
351,FUR-CH-5767,Safco Contoured Stacking Chairs,6,1
352,FUR-CH-5773,SAFCO Executive Leather Armchair- Adjustable,6,1
353,FUR-CH-5774,SAFCO Executive Leather Armchair- Black,6,1
354,FUR-CH-5775,SAFCO Executive Leather Armchair- Red,6,1
355,FUR-CH-5776,SAFCO Executive Leather Armchair- Set of Two,6,1
356,FUR-CH-5781,SAFCO Folding Chair Trolley,6,1
357,FUR-CH-5790,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,6,1
358,FUR-CH-5793,SAFCO Rocking Chair- Adjustable,6,1
359,FUR-CH-5794,SAFCO Rocking Chair- Black,6,1
360,FUR-CH-5795,SAFCO Rocking Chair- Red,6,1
361,FUR-CH-5796,SAFCO Rocking Chair- Set of Two,6,1
362,FUR-CH-5800,SAFCO Steel Folding Chair- Adjustable,6,1
363,FUR-CH-5801,SAFCO Steel Folding Chair- Black,6,1
364,FUR-CH-5802,SAFCO Steel Folding Chair- Red,6,1
365,FUR-CH-5803,SAFCO Steel Folding Chair- Set of Two,6,1
366,FUR-CH-5805,SAFCO Swivel Stool- Adjustable,6,1
367,FUR-CH-5806,SAFCO Swivel Stool- Black,6,1
368,FUR-CH-5807,SAFCO Swivel Stool- Red,6,1
369,FUR-CH-5808,SAFCO Swivel Stool- Set of Two,6,1
370,FUR-CH-6016,Situations Contoured Folding Chairs- 4/Set,6,1
371,FUR-FU-2858,12-1/2 Diameter Round Wall Clock,10,1
372,FUR-FU-2862,24-Hour Round Wall Clock,10,1
373,FUR-FU-2864,36X48 HARDFLOOR CHAIRMAT,10,1
374,FUR-FU-2867,3M Hangers With Command Adhesive,10,1
375,FUR-FU-2870,3M Polarizing Light Filter Sleeves,10,1
376,FUR-FU-2871,3M Polarizing Task Lamp with Clamp Arm- Light Gray,10,1
377,FUR-FU-2876,6 Cubicle Wall Clock- Black,10,1
378,FUR-FU-2877,9-3/4 Diameter Round Wall Clock,10,1
379,FUR-FU-3006,Acrylic Self-Standing Desk Frames,10,1
380,FUR-FU-3023,Advantus Clock- Black,10,1
381,FUR-FU-3024,Advantus Clock- Duo Pack,10,1
382,FUR-FU-3025,Advantus Clock- Durable,10,1
383,FUR-FU-3026,Advantus Clock- Erganomic,10,1
384,FUR-FU-3027,Advantus Door Stop- Black,10,1
385,FUR-FU-3028,Advantus Door Stop- Duo Pack,10,1
386,FUR-FU-3029,Advantus Door Stop- Durable,10,1
387,FUR-FU-3030,Advantus Door Stop- Erganomic,10,1
388,FUR-FU-3031,Advantus Employee of the Month Certificate Frame- 11 x 13-1/2,10,1
389,FUR-FU-3032,Advantus Frame- Black,10,1
390,FUR-FU-3033,Advantus Frame- Duo Pack,10,1
391,FUR-FU-3034,Advantus Frame- Durable,10,1
392,FUR-FU-3035,Advantus Frame- Erganomic,10,1
393,FUR-FU-3036,Advantus Light Bulb- Black,10,1
394,FUR-FU-3037,Advantus Light Bulb- Duo Pack,10,1
