ID,Date
89,2014-03-30T00:00:00
90,2014-03-31T00:00:00
91,2014-04-01T00:00:00
92,2014-04-02T00:00:00
93,2014-04-03T00:00:00
94,2014-04-04T00:00:00
95,2014-04-05T00:00:00
96,2014-04-06T00:00:00
97,2014-04-07T00:00:00
98,2014-04-08T00:00:00
99,2014-04-09T00:00:00
100,2014-04-10T00:00:00
101,2014-04-11T00:00:00
102,2014-04-12T00:00:00
103,2014-04-13T00:00:00
104,2014-04-14T00:00:00
105,2014-04-15T00:00:00
106,2014-04-16T00:00:00
107,2014-04-17T00:00:00
108,2014-04-18T00:00:00
109,2014-04-19T00:00:00
110,2014-04-20T00:00:00
111,2014-04-21T00:00:00
112,2014-04-22T00:00:00
113,2014-04-23T00:00:00
114,2014-04-24T00:00:00
115,2014-04-25T00:00:00
116,2014-04-26T00:00:00
117,2014-04-27T00:00:00
118,2014-04-28T00:00:00
119,2014-04-29T00:00:00
120,2014-04-30T00:00:00
121,2014-05-01T00:00:00
122,2014-05-02T00:00:00
123,2014-05-03T00:00:00
124,2014-05-04T00:00:00
125,2014-05-05T00:00:00
126,2014-05-06T00:00:00
127,2014-05-07T00:00:00
128,2014-05-08T00:00:00
129,2014-05-09T00:00:00
130,2014-05-10T00:00:00
131,2014-05-11T00:00:00
132,2014-05-12T00:00:00
133,2014-05-13T00:00:00
134,2014-05-14T00:00:00
135,2014-05-15T00:00:00
136,2014-05-16T00:00:00
137,2014-05-17T00:00:00
138,2014-05-18T00:00:00
139,2014-05-19T00:00:00
140,2014-05-20T00:00:00
141,2014-05-21T00:00:00
142,2014-05-22T00:00:00
143,2014-05-23T00:00:00
144,2014-05-24T00:00:00
145,2014-05-25T00:00:00
146,2014-05-26T00:00:00
147,2014-05-27T00:00:00
148,2014-05-28T00:00:00
149,2014-05-29T00:00:00
150,2014-05-30T00:00:00
151,2014-05-31T00:00:00
152,2014-06-01T00:00:00
153,2014-06-02T00:00:00
154,2014-06-03T00:00:00
155,2014-06-04T00:00:00
156,2014-06-05T00:00:00
157,2014-06-06T00:00:00
158,2014-06-07T00:00:00
159,2014-06-08T00:00:00
160,2014-06-09T00:00:00
161,2014-06-10T00:00:00
162,2014-06-11T00:00:00
163,2014-06-12T00:00:00
164,2014-06-13T00:00:00
165,2014-06-14T00:00:00
166,2014-06-15T00:00:00
167,2014-06-16T00:00:00
168,2014-06-17T00:00:00
169,2014-06-18T00:00:00
170,2014-06-19T00:00:00
171,2014-06-20T00:00:00
172,2014-06-21T00:00:00
173,2014-06-22T00:00:00
174,2014-06-23T00:00:00
175,2014-06-24T00:00:00
176,2014-06-25T00:00:00
177,2014-06-26T00:00:00
178,2014-06-27T00:00:00
179,2014-06-28T00:00:00
180,2014-06-29T00:00:00
181,2014-06-30T00:00:00
182,2014-07-01T00:00:00
183,2014-07-02T00:00:00
184,2014-07-03T00:00:00
185,2014-07-04T00:00:00
186,2014-07-05T00:00:00
187,2014-07-06T00:00:00
188,2014-07-07T00:00:00
189,2014-07-08T00:00:00
190,2014-07-09T00:00:00
191,2014-07-10T00:00:00
192,2014-07-11T00:00:00
193,2014-07-12T00:00:00
194,2014-07-13T00:00:00
195,2014-07-14T00:00:00
196,2014-07-15T00:00:00
197,2014-07-16T00:00:00
198,2014-07-17T00:00:00
199,2014-07-18T00:00:00
200,2014-07-19T00:00:00
201,2014-07-20T00:00:00
202,2014-07-21T00:00:00
203,2014-07-22T00:00:00
204,2014-07-23T00:00:00
205,2014-07-24T00:00:00
206,2014-07-25T00:00:00
207,2014-07-26T00:00:00
208,2014-07-27T00:00:00
209,2014-07-28T00:00:00
210,2014-07-29T00:00:00
211,2014-07-30T00:00:00
212,2014-07-31T00:00:00
213,2014-08-01T00:00:00
214,2014-08-02T00:00:00
215,2014-08-03T00:00:00
216,2014-08-04T00:00:00
217,2014-08-05T00:00:00
218,2014-08-06T00:00:00
219,2014-08-07T00:00:00
220,2014-08-08T00:00:00
221,2014-08-09T00:00:00
222,2014-08-10T00:00:00
223,2014-08-11T00:00:00
224,2014-08-12T00:00:00
225,2014-08-13T00:00:00
226,2014-08-14T00:00:00
227,2014-08-15T00:00:00
228,2014-08-16T00:00:00
229,2014-08-17T00:00:00
230,2014-08-18T00:00:00
231,2014-08-19T00:00:00
232,2014-08-20T00:00:00
233,2014-08-21T00:00:00
234,2014-08-22T00:00:00
235,2014-08-23T00:00:00
236,2014-08-24T00:00:00
237,2014-08-25T00:00:00
238,2014-08-26T00:00:00
239,2014-08-27T00:00:00
240,2014-08-28T00:00:00
241,2014-08-29T00:00:00
242,2014-08-30T00:00:00
243,2014-08-31T00:00:00
244,2014-09-01T00:00:00
245,2014-09-02T00:00:00
246,2014-09-03T00:00:00
247,2014-09-04T00:00:00
248,2014-09-05T00:00:00
249,2014-09-06T00:00:00
250,2014-09-07T00:00:00
251,2014-09-08T00:00:00
252,2014-09-09T00:00:00
253,2014-09-10T00:00:00
254,2014-09-11T00:00:00
255,2014-09-12T00:00:00
256,2014-09-13T00:00:00
257,2014-09-14T00:00:00
258,2014-09-15T00:00:00
259,2014-09-16T00:00:00
260,2014-09-17T00:00:00
261,2014-09-18T00:00:00
262,2014-09-19T00:00:00
263,2014-09-20T00:00:00
264,2014-09-21T00:00:00
265,2014-09-22T00:00:00
266,2014-09-23T00:00:00
267,2014-09-24T00:00:00
268,2014-09-25T00:00:00
269,2014-09-26T00:00:00
270,2014-09-27T00:00:00
271,2014-09-28T00:00:00
272,2014-09-29T00:00:00
273,2014-09-30T00:00:00
274,2014-10-01T00:00:00
275,2014-10-02T00:00:00
276,2014-10-03T00:00:00
277,2014-10-04T00:00:00
278,2014-10-05T00:00:00
279,2014-10-06T00:00:00
280,2014-10-07T00:00:00
281,2014-10-08T00:00:00
282,2014-10-09T00:00:00
283,2014-10-10T00:00:00
284,2014-10-11T00:00:00
285,2014-10-12T00:00:00
286,2014-10-13T00:00:00
287,2014-10-14T00:00:00
288,2014-10-15T00:00:00
289,2014-10-16T00:00:00
290,2014-10-17T00:00:00
291,2014-10-18T00:00:00
292,2014-10-19T00:00:00
293,2014-10-20T00:00:00
294,2014-10-21T00:00:00
295,2014-10-22T00:00:00
296,2014-10-23T00:00:00
297,2014-10-24T00:00:00
298,2014-10-25T00:00:00
299,2014-10-26T00:00:00
300,2014-10-27T00:00:00
301,2014-10-28T00:00:00
302,2014-10-29T00:00:00
303,2014-10-30T00:00:00
304,2014-10-31T00:00:00
305,2014-11-01T00:00:00
306,2014-11-02T00:00:00
307,2014-11-03T00:00:00
308,2014-11-04T00:00:00
309,2014-11-05T00:00:00
310,2014-11-06T00:00:00
311,2014-11-07T00:00:00
312,2014-11-08T00:00:00
313,2014-11-09T00:00:00
314,2014-11-10T00:00:00
315,2014-11-11T00:00:00
316,2014-11-12T00:00:00
317,2014-11-13T00:00:00
318,2014-11-14T00:00:00
319,2014-11-15T00:00:00
320,2014-11-16T00:00:00
321,2014-11-17T00:00:00
322,2014-11-18T00:00:00
323,2014-11-19T00:00:00
324,2014-11-20T00:00:00
325,2014-11-21T00:00:00
326,2014-11-22T00:00:00
327,2014-11-23T00:00:00
328,2014-11-24T00:00:00
329,2014-11-25T00:00:00
330,2014-11-26T00:00:00
331,2014-11-27T00:00:00
332,2014-11-28T00:00:00
333,2014-11-29T00:00:00
334,2014-11-30T00:00:00
335,2014-12-01T00:00:00
336,2014-12-02T00:00:00
337,2014-12-03T00:00:00
338,2014-12-04T00:00:00
339,2014-12-05T00:00:00
340,2014-12-06T00:00:00
341,2014-12-07T00:00:00
342,2014-12-08T00:00:00
343,2014-12-09T00:00:00
344,2014-12-10T00:00:00
345,2014-12-11T00:00:00
346,2014-12-12T00:00:00
347,2014-12-13T00:00:00
348,2014-12-14T00:00:00
349,2014-12-15T00:00:00
350,2014-12-16T00:00:00
351,2014-12-17T00:00:00
352,2014-12-18T00:00:00
353,2014-12-19T00:00:00
354,2014-12-20T00:00:00
355,2014-12-21T00:00:00
356,2014-12-22T00:00:00
357,2014-12-23T00:00:00
358,2014-12-24T00:00:00
359,2014-12-25T00:00:00
360,2014-12-26T00:00:00
361,2014-12-27T00:00:00
362,2014-12-28T00:00:00
363,2014-12-29T00:00:00
364,2014-12-30T00:00:00
365,2014-12-31T00:00:00
366,2015-01-01T00:00:00
367,2015-01-02T00:00:00
368,2015-01-03T00:00:00
369,2015-01-04T00:00:00
370,2015-01-05T00:00:00
371,2015-01-06T00:00:00
372,2015-01-07T00:00:00
373,2015-01-08T00:00:00
374,2015-01-09T00:00:00
375,2015-01-10T00:00:00
376,2015-01-11T00:00:00
377,2015-01-12T00:00:00
378,2015-01-13T00:00:00
379,2015-01-14T00:00:00
380,2015-01-15T00:00:00
381,2015-01-16T00:00:00
382,2015-01-17T00:00:00
383,2015-01-18T00:00:00
384,2015-01-19T00:00:00
385,2015-01-20T00:00:00
386,2015-01-21T00:00:00
387,2015-01-22T00:00:00
388,2015-01-23T00:00:00
389,2015-01-24T00:00:00
390,2015-01-25T00:00:00
391,2015-01-26T00:00:00
392,2015-01-27T00:00:00
393,2015-01-28T00:00:00
394,2015-01-29T00:00:00
395,2015-01-30T00:00:00
396,2015-01-31T00:00:00
397,2015-02-01T00:00:00
398,2015-02-02T00:00:00
399,2015-02-03T00:00:00
400,2015-02-04T00:00:00
401,2015-02-05T00:00:00
402,2015-02-06T00:00:00
403,2015-02-07T00:00:00
404,2015-02-08T00:00:00
405,2015-02-09T00:00:00
406,2015-02-10T00:00:00
407,2015-02-11T00:00:00
408,2015-02-12T00:00:00
409,2015-02-13T00:00:00
410,2015-02-14T00:00:00
411,2015-02-15T00:00:00
412,2015-02-16T00:00:00
413,2015-02-17T00:00:00
414,2015-02-18T00:00:00
415,2015-02-19T00:00:00
416,2015-02-20T00:00:00
417,2015-02-21T00:00:00
418,2015-02-22T00:00:00
419,2015-02-23T00:00:00
420,2015-02-24T00:00:00
421,2015-02-25T00:00:00
422,2015-02-26T00:00:00
423,2015-02-27T00:00:00
424,2015-02-28T00:00:00
425,2015-03-01T00:00:00
426,2015-03-02T00:00:00
427,2015-03-03T00:00:00
428,2015-03-04T00:00:00
429,2015-03-05T00:00:00
430,2015-03-06T00:00:00
431,2015-03-07T00:00:00
432,2015-03-08T00:00:00
433,2015-03-09T00:00:00
434,2015-03-10T00:00:00
435,2015-03-11T00:00:00
436,2015-03-12T00:00:00
437,2015-03-13T00:00:00
438,2015-03-14T00:00:00
439,2015-03-15T00:00:00
440,2015-03-16T00:00:00
441,2015-03-17T00:00:00
442,2015-03-18T00:00:00
443,2015-03-19T00:00:00
444,2015-03-20T00:00:00
445,2015-03-21T00:00:00
446,2015-03-22T00:00:00
447,2015-03-23T00:00:00
448,2015-03-24T00:00:00
449,2015-03-25T00:00:00
450,2015-03-26T00:00:00
451,2015-03-27T00:00:00
452,2015-03-28T00:00:00
453,2015-03-29T00:00:00
454,2015-03-30T00:00:00
455,2015-03-31T00:00:00
456,2015-04-01T00:00:00
457,2015-04-02T00:00:00
458,2015-04-03T00:00:00
459,2015-04-04T00:00:00
460,2015-04-05T00:00:00
461,2015-04-06T00:00:00
462,2015-04-07T00:00:00
463,2015-04-08T00:00:00
464,2015-04-09T00:00:00
465,2015-04-10T00:00:00
466,2015-04-11T00:00:00
467,2015-04-12T00:00:00
468,2015-04-13T00:00:00
469,2015-04-14T00:00:00
470,2015-04-15T00:00:00
471,2015-04-16T00:00:00
472,2015-04-17T00:00:00
473,2015-04-18T00:00:00
474,2015-04-19T00:00:00
475,2015-04-20T00:00:00
476,2015-04-21T00:00:00
477,2015-04-22T00:00:00
478,2015-04-23T00:00:00
479,2015-04-24T00:00:00
480,2015-04-25T00:00:00
481,2015-04-26T00:00:00
482,2015-04-27T00:00:00
483,2015-04-28T00:00:00
484,2015-04-29T00:00:00
485,2015-04-30T00:00:00
486,2015-05-01T00:00:00
487,2015-05-02T00:00:00
488,2015-05-03T00:00:00
489,2015-05-04T00:00:00
490,2015-05-05T00:00:00
491,2015-05-06T00:00:00
492,2015-05-07T00:00:00
493,2015-05-08T00:00:00
494,2015-05-09T00:00:00
495,2015-05-10T00:00:00
496,2015-05-11T00:00:00
497,2015-05-12T00:00:00
498,2015-05-13T00:00:00
499,2015-05-14T00:00:00
500,2015-05-15T00:00:00
501,2015-05-16T00:00:00
502,2015-05-17T00:00:00
503,2015-05-18T00:00:00
504,2015-05-19T00:00:00
505,2015-05-20T00:00:00
506,2015-05-21T00:00:00
507,2015-05-22T00:00:00
508,2015-05-23T00:00:00
509,2015-05-24T00:00:00
510,2015-05-25T00:00:00
511,2015-05-26T00:00:00
512,2015-05-27T00:00:00
513,2015-05-28T00:00:00
514,2015-05-29T00:00:00
515,2015-05-30T00:00:00
516,2015-05-31T00:00:00
517,2015-06-01T00:00:00
518,2015-06-02T00:00:00
519,2015-06-03T00:00:00
520,2015-06-04T00:00:00
521,2015-06-05T00:00:00
522,2015-06-06T00:00:00
523,2015-06-07T00:00:00
524,2015-06-08T00:00:00
525,2015-06-09T00:00:00
526,2015-06-10T00:00:00
527,2015-06-11T00:00:00
528,2015-06-12T00:00:00
529,2015-06-13T00:00:00
530,2015-06-14T00:00:00
531,2015-06-15T00:00:00
532,2015-06-16T00:00:00
533,2015-06-17T00:00:00
534,2015-06-18T00:00:00
535,2015-06-19T00:00:00
536,2015-06-20T00:00:00
537,2015-06-21T00:00:00
538,2015-06-22T00:00:00
539,2015-06-23T00:00:00
540,2015-06-24T00:00:00
541,2015-06-25T00:00:00
542,2015-06-26T00:00:00
543,2015-06-27T00:00:00
544,2015-06-28T00:00:00
545,2015-06-29T00:00:00
546,2015-06-30T00:00:00
547,2015-07-01T00:00:00
548,2015-07-02T00:00:00
549,2015-07-03T00:00:00
550,2015-07-04T00:00:00
551,2015-07-05T00:00:00
552,2015-07-06T00:00:00
553,2015-07-07T00:00:00
554,2015-07-08T00:00:00
555,2015-07-09T00:00:00
556,2015-07-10T00:00:00
557,2015-07-11T00:00:00
558,2015-07-12T00:00:00
559,2015-07-13T00:00:00
560,2015-07-14T00:00:00
561,2015-07-15T00:00:00
562,2015-07-16T00:00:00
563,2015-07-17T00:00:00
564,2015-07-18T00:00:00
565,2015-07-19T00:00:00
566,2015-07-20T00:00:00
567,2015-07-21T00:00:00
568,2015-07-22T00:00:00
569,2015-07-23T00:00:00
570,2015-07-24T00:00:00
571,2015-07-25T00:00:00
572,2015-07-26T00:00:00
573,2015-07-27T00:00:00
574,2015-07-28T00:00:00
575,2015-07-29T00:00:00
576,2015-07-30T00:00:00
577,2015-07-31T00:00:00
578,2015-08-01T00:00:00
579,2015-08-02T00:00:00
580,2015-08-03T00:00:00
581,2015-08-04T00:00:00
582,2015-08-05T00:00:00
583,2015-08-06T00:00:00
584,2015-08-07T00:00:00
585,2015-08-08T00:00:00
586,2015-08-09T00:00:00
587,2015-08-10T00:00:00
588,2015-08-11T00:00:00
589,2015-08-12T00:00:00
590,2015-08-13T00:00:00
591,2015-08-14T00:00:00
592,2015-08-15T00:00:00
593,2015-08-16T00:00:00
594,2015-08-17T00:00:00
595,2015-08-18T00:00:00
596,2015-08-19T00:00:00
597,2015-08-20T00:00:00
598,2015-08-21T00:00:00
599,2015-08-22T00:00:00
600,2015-08-23T00:00:00
601,2015-08-24T00:00:00
602,2015-08-25T00:00:00
603,2015-08-26T00:00:00
604,2015-08-27T00:00:00
605,2015-08-28T00:00:00
606,2015-08-29T00:00:00
607,2015-08-30T00:00:00
608,2015-08-31T00:00:00
609,2015-09-01T00:00:00
610,2015-09-02T00:00:00
611,2015-09-03T00:00:00
612,2015-09-04T00:00:00
613,2015-09-05T00:00:00
614,2015-09-06T00:00:00
615,2015-09-07T00:00:00
616,2015-09-08T00:00:00
617,2015-09-09T00:00:00
618,2015-09-10T00:00:00
619,2015-09-11T00:00:00
620,2015-09-12T00:00:00
621,2015-09-13T00:00:00
622,2015-09-14T00:00:00
623,2015-09-15T00:00:00
624,2015-09-16T00:00:00
625,2015-09-17T00:00:00
626,2015-09-18T00:00:00
627,2015-09-19T00:00:00
628,2015-09-20T00:00:00
629,2015-09-21T00:00:00
630,2015-09-22T00:00:00
631,2015-09-23T00:00:00
632,2015-09-24T00:00:00
633,2015-09-25T00:00:00
634,2015-09-26T00:00:00
635,2015-09-27T00:00:00
636,2015-09-28T00:00:00
637,2015-09-29T00:00:00
638,2015-09-30T00:00:00
639,2015-10-01T00:00:00
640,2015-10-02T00:00:00
641,2015-10-03T00:00:00
642,2015-10-04T00:00:00
643,2015-10-05T00:00:00
644,2015-10-06T00:00:00
645,2015-10-07T00:00:00
646,2015-10-08T00:00:00
647,2015-10-09T00:00:00
648,2015-10-10T00:00:00
649,2015-10-11T00:00:00
650,2015-10-12T00:00:00
651,2015-10-13T00:00:00
652,2015-10-14T00:00:00
653,2015-10-15T00:00:00
654,2015-10-16T00:00:00
655,2015-10-17T00:00:00
656,2015-10-18T00:00:00
657,2015-10-19T00:00:00
658,2015-10-20T00:00:00
659,2015-10-21T00:00:00
660,2015-10-22T00:00:00
661,2015-10-23T00:00:00
662,2015-10-24T00:00:00
663,2015-10-25T00:00:00
664,2015-10-26T00:00:00
665,2015-10-27T00:00:00
666,2015-10-28T00:00:00
667,2015-10-29T00:00:00
668,2015-10-30T00:00:00
669,2015-10-31T00:00:00
670,2015-11-01T00:00:00
671,2015-11-02T00:00:00
672,2015-11-03T00:00:00
673,2015-11-04T00:00:00
674,2015-11-05T00:00:00
675,2015-11-06T00:00:00
676,2015-11-07T00:00:00
677,2015-11-08T00:00:00
678,2015-11-09T00:00:00
679,2015-11-10T00:00:00
680,2015-11-11T00:00:00
681,2015-11-12T00:00:00
682,2015-11-13T00:00:00
683,2015-11-14T00:00:00
684,2015-11-15T00:00:00
685,2015-11-16T00:00:00
686,2015-11-17T00:00:00
687,2015-11-18T00:00:00
688,2015-11-19T00:00:00
689,2015-11-20T00:00:00
690,2015-11-21T00:00:00
691,2015-11-22T00:00:00
692,2015-11-23T00:00:00
693,2015-11-24T00:00:00
694,2015-11-25T00:00:00
695,2015-11-26T00:00:00
696,2015-11-27T00:00:00
697,2015-11-28T00:00:00
698,2015-11-29T00:00:00
699,2015-11-30T00:00:00
700,2015-12-01T00:00:00
701,2015-12-02T00:00:00
702,2015-12-03T00:00:00
703,2015-12-04T00:00:00
704,2015-12-05T00:00:00
705,2015-12-06T00:00:00
706,2015-12-07T00:00:00
707,2015-12-08T00:00:00
708,2015-12-09T00:00:00
709,2015-12-10T00:00:00
710,2015-12-11T00:00:00
711,2015-12-12T00:00:00
712,2015-12-13T00:00:00
713,2015-12-14T00:00:00
714,2015-12-15T00:00:00
715,2015-12-16T00:00:00
716,2015-12-17T00:00:00
717,2015-12-18T00:00:00
718,2015-12-19T00:00:00
719,2015-12-20T00:00:00
720,2015-12-21T00:00:00
721,2015-12-22T00:00:00
722,2015-12-23T00:00:00
723,2015-12-24T00:00:00
724,2015-12-25T00:00:00
725,2015-12-26T00:00:00
726,2015-12-27T00:00:00
727,2015-12-28T00:00:00
728,2015-12-29T00:00:00
729,2015-12-30T00:00:00
730,2015-12-31T00:00:00
731,2016-01-01T00:00:00
732,2016-01-02T00:00:00
733,2016-01-03T00:00:00
734,2016-01-04T00:00:00
735,2016-01-05T00:00:00
736,2016-01-06T00:00:00
737,2016-01-07T00:00:00
738,2016-01-08T00:00:00
739,2016-01-09T00:00:00
740,2016-01-10T00:00:00
741,2016-01-11T00:00:00
742,2016-01-12T00:00:00
743,2016-01-13T00:00:00
744,2016-01-14T00:00:00
745,2016-01-15T00:00:00
746,2016-01-16T00:00:00
747,2016-01-17T00:00:00
748,2016-01-18T00:00:00
749,2016-01-19T00:00:00
750,2016-01-20T00:00:00
751,2016-01-21T00:00:00
752,2016-01-22T00:00:00
753,2016-01-23T00:00:00
754,2016-01-24T00:00:00
755,2016-01-25T00:00:00
756,2016-01-26T00:00:00
757,2016-01-27T00:00:00
758,2016-01-28T00:00:00
759,2016-01-29T00:00:00
760,2016-01-30T00:00:00
761,2016-01-31T00:00:00
762,2016-02-01T00:00:00
763,2016-02-02T00:00:00
764,2016-02-03T00:00:00
765,2016-02-04T00:00:00
766,2016-02-05T00:00:00
767,2016-02-06T00:00:00
768,2016-02-07T00:00:00
769,2016-02-08T00:00:00
770,2016-02-09T00:00:00
771,2016-02-10T00:00:00
772,2016-02-11T00:00:00
773,2016-02-12T00:00:00
774,2016-02-13T00:00:00
775,2016-02-14T00:00:00
776,2016-02-15T00:00:00
777,2016-02-16T00:00:00
778,2016-02-17T00:00:00
779,2016-02-18T00:00:00
780,2016-02-19T00:00:00
781,2016-02-20T00:00:00
782,2016-02-21T00:00:00
783,2016-02-22T00:00:00
784,2016-02-23T00:00:00
785,2016-02-24T00:00:00
786,2016-02-25T00:00:00
787,2016-02-26T00:00:00
788,2016-02-27T00:00:00
789,2016-02-28T00:00:00
790,2016-03-01T00:00:00
791,2016-03-02T00:00:00
792,2016-03-03T00:00:00
793,2016-03-04T00:00:00
794,2016-03-05T00:00:00
795,2016-03-06T00:00:00
796,2016-03-07T00:00:00
797,2016-03-08T00:00:00
798,2016-03-09T00:00:00
799,2016-03-10T00:00:00
800,2016-03-11T00:00:00
801,2016-03-12T00:00:00
802,2016-03-13T00:00:00
803,2016-03-14T00:00:00
804,2016-03-15T00:00:00
805,2016-03-16T00:00:00
806,2016-03-17T00:00:00
807,2016-03-18T00:00:00
808,2016-03-19T00:00:00
809,2016-03-20T00:00:00
810,2016-03-21T00:00:00
811,2016-03-22T00:00:00
812,2016-03-23T00:00:00
813,2016-03-24T00:00:00
814,2016-03-25T00:00:00
815,2016-03-26T00:00:00
816,2016-03-27T00:00:00
817,2016-03-28T00:00:00
818,2016-03-29T00:00:00
819,2016-03-30T00:00:00
820,2016-03-31T00:00:00
821,2016-04-01T00:00:00
822,2016-04-02T00:00:00
823,2016-04-03T00:00:00
824,2016-04-04T00:00:00
825,2016-04-05T00:00:00
826,2016-04-06T00:00:00
827,2016-04-07T00:00:00
828,2016-04-08T00:00:00
829,2016-04-09T00:00:00
830,2016-04-10T00:00:00
831,2016-04-11T00:00:00
832,2016-04-12T00:00:00
833,2016-04-13T00:00:00
834,2016-04-14T00:00:00
835,2016-04-15T00:00:00
836,2016-04-16T00:00:00
837,2016-04-17T00:00:00
838,2016-04-18T00:00:00
839,2016-04-19T00:00:00
840,2016-04-20T00:00:00
841,2016-04-21T00:00:00
842,2016-04-22T00:00:00
843,2016-04-23T00:00:00
844,2016-04-24T00:00:00
845,2016-04-25T00:00:00
846,2016-04-26T00:00:00
847,2016-04-27T00:00:00
848,2016-04-28T00:00:00
849,2016-04-29T00:00:00
850,2016-04-30T00:00:00
851,2016-05-01T00:00:00
852,2016-05-02T00:00:00
853,2016-05-03T00:00:00
854,2016-05-04T00:00:00
855,2016-05-05T00:00:00
856,2016-05-06T00:00:00
857,2016-05-07T00:00:00
858,2016-05-08T00:00:00
859,2016-05-09T00:00:00
860,2016-05-10T00:00:00
861,2016-05-11T00:00:00
862,2016-05-12T00:00:00
863,2016-05-13T00:00:00
864,2016-05-14T00:00:00
865,2016-05-15T00:00:00
866,2016-05-16T00:00:00
867,2016-05-17T00:00:00
868,2016-05-18T00:00:00
869,2016-05-19T00:00:00
870,2016-05-20T00:00:00
871,2016-05-21T00:00:00
872,2016-05-22T00:00:00
873,2016-05-23T00:00:00
874,2016-05-24T00:00:00
875,2016-05-25T00:00:00
876,2016-05-26T00:00:00
877,2016-05-27T00:00:00
878,2016-05-28T00:00:00
879,2016-05-29T00:00:00
880,2016-05-30T00:00:00
881,2016-05-31T00:00:00
882,2016-06-01T00:00:00
883,2016-06-02T00:00:00
884,2016-06-03T00:00:00
885,2016-06-04T00:00:00
886,2016-06-05T00:00:00
887,2016-06-06T00:00:00
888,2016-06-07T00:00:00
889,2016-06-08T00:00:00
890,2016-06-09T00:00:00
891,2016-06-10T00:00:00
892,2016-06-11T00:00:00
893,2016-06-12T00:00:00
894,2016-06-13T00:00:00
895,2016-06-14T00:00:00
896,2016-06-15T00:00:00
897,2016-06-16T00:00:00
898,2016-06-17T00:00:00
899,2016-06-18T00:00:00
900,2016-06-19T00:00:00
901,2016-06-20T00:00:00
902,2016-06-21T00:00:00
903,2016-06-22T00:00:00
904,2016-06-23T00:00:00
905,2016-06-24T00:00:00
906,2016-06-25T00:00:00
907,2016-06-26T00:00:00
908,2016-06-27T00:00:00
909,2016-06-28T00:00:00
910,2016-06-29T00:00:00
911,2016-06-30T00:00:00
912,2016-07-01T00:00:00
913,2016-07-02T00:00:00
914,2016-07-03T00:00:00
915,2016-07-04T00:00:00
916,2016-07-05T00:00:00
917,2016-07-06T00:00:00
918,2016-07-07T00:00:00
919,2016-07-08T00:00:00
920,2016-07-09T00:00:00
921,2016-07-10T00:00:00
922,2016-07-11T00:00:00
923,2016-07-12T00:00:00
924,2016-07-13T00:00:00
925,2016-07-14T00:00:00
926,2016-07-15T00:00:00
927,2016-07-16T00:00:00
928,2016-07-17T00:00:00
929,2016-07-18T00:00:00
930,2016-07-19T00:00:00
931,2016-07-20T00:00:00
932,2016-07-21T00:00:00
