ID,Customer_ID,Customer_Name_ID,Segment
272,AC-106151404,41,2
273,AC-106151406,41,2
274,AC-10615143,41,2
275,AC-1061527,41,2
276,AC-1061536,41,2
277,AC-1061539,41,2
278,AC-1061545,41,2
279,AC-106155,41,2
280,AC-1061551,41,2
281,AC-1061558,41,2
282,AC-1061559,41,2
283,AC-1061564,41,2
284,AC-106157,41,2
285,AC-1061582,41,2
286,AC-1061592,41,2
287,AC-10660118,44,1
288,AC-10660120,44,1
289,AC-10660124,44,1
290,AC-10660130,44,1
291,AC-10660139,44,1
292,AC-106601402,44,1
293,AC-106601404,44,1
294,AC-106601406,44,1
295,AC-10660144,44,1
296,AC-1066018,44,1
297,AC-1066027,44,1
298,AC-1066045,44,1
299,AC-1066048,44,1
300,AC-1066054,44,1
301,AC-1066055,44,1
302,AC-1066082,44,1
303,AC-1066093,44,1
304,AC-420117,28,2
305,AC-420134,28,2
306,AC-42022,28,2
307,AC-4203,28,2
308,AC-42038,28,2
309,AC-42061,28,2
310,AC-42095,28,2
311,AC-450110,30,1
312,AC-450117,30,1
313,AC-45023,30,1
314,AC-45049,30,1
315,AC-45068,30,1
316,AC-615107,41,2
317,AC-615116,41,2
318,AC-615137,41,2
319,AC-61563,41,2
320,AC-61569,41,2
321,AC-6158,41,2
322,AC-61595,41,2
323,AC-66022,44,1
324,AC-66038,44,1
325,AC-66061,44,1
326,AC-66086,44,1
327,AD-10180139,12,3
328,AD-101801402,12,3
329,AD-101801404,12,3
330,AD-101801406,12,3
331,AD-1018018,12,3
332,AD-1018027,12,3
333,AD-1018031,12,3
334,AD-1018045,12,3
335,AD-1018048,12,3
336,AD-101805,12,3
337,AD-1018058,12,3
338,AD-1018059,12,3
339,AD-1018066,12,3
340,AD-101807,12,3
341,AD-1018082,12,3
342,AD-1018092,12,3
343,AD-180134,12,3
344,AD-18038,12,3
345,AF-10870102,58,1
346,AF-10870118,58,1
347,AF-1087012,58,1
348,AF-10870120,58,1
349,AF-1087014,58,1
350,AF-108701402,58,1
351,AF-108701404,58,1
352,AF-108701406,58,1
353,AF-108701408,58,1
354,AF-10870144,58,1
355,AF-1087018,58,1
356,AF-1087026,58,1
357,AF-1087027,58,1
358,AF-1087028,58,1
359,AF-1087031,58,1
360,AF-1087034,58,1
361,AF-1087045,58,1
362,AF-1087048,58,1
363,AF-1087051,58,1
364,AF-1087055,58,1
365,AF-1087058,58,1
366,AF-1087059,58,1
367,AF-1087064,58,1
368,AF-108707,58,1
369,AF-1087082,58,1
370,AF-1087092,58,1
371,AF-1087097,58,1
372,AF-10885102,59,1
373,AF-10885139,59,1
374,AF-108851406,59,1
375,AF-108851408,59,1
376,AF-10885144,59,1
377,AF-1088527,59,1
378,AF-1088531,59,1
379,AF-1088536,59,1
380,AF-1088545,59,1
381,AF-1088548,59,1
382,AF-108855,59,1
383,AF-1088558,59,1
384,AF-1088559,59,1
385,AF-1088564,59,1
386,AF-108857,59,1
387,AF-108858,59,1
388,AF-1088580,59,1
389,AF-1088582,59,1
390,AF-1088591,59,1
391,AF-870129,58,1
392,AF-87013,58,1
393,AF-87023,58,1
394,AF-87033,58,1
395,AF-87038,58,1
396,AF-87060,58,1
397,AF-87061,58,1
398,AF-87068,58,1
399,AF-885107,59,1
400,AF-88533,59,1
401,AG-10270139,18,1
402,AG-102701402,18,1
403,AG-102701404,18,1
404,AG-102701406,18,1
405,AG-10270144,18,1
406,AG-1027018,18,1
407,AG-1027027,18,1
408,AG-1027031,18,1
409,AG-1027039,18,1
410,AG-1027045,18,1
411,AG-1027048,18,1
412,AG-102705,18,1
413,AG-1027051,18,1
414,AG-1027055,18,1
415,AG-1027058,18,1
416,AG-102708,18,1
417,AG-1027082,18,1
418,AG-1027092,18,1
419,AG-1027093,18,1
420,AG-10300139,20,2
421,AG-103001404,20,2
422,AG-103001406,20,2
423,AG-1030018,20,2
424,AG-1030027,20,2
425,AG-1030036,20,2
426,AG-1030045,20,2
427,AG-1030055,20,2
428,AG-1030059,20,2
429,AG-1030064,20,2
430,AG-103007,20,2
431,AG-1030082,20,2
432,AG-1030092,20,2
433,AG-1030093,20,2
434,AG-1030096,20,2
435,AG-1030098,20,2
436,AG-10330102,22,1
437,AG-1033012,22,1
438,AG-10330139,22,1
439,AG-103301402,22,1
440,AG-103301404,22,1
441,AG-103301408,22,1
442,AG-10330143,22,1
443,AG-1033018,22,1
444,AG-1033027,22,1
445,AG-1033028,22,1
446,AG-1033031,22,1
447,AG-1033044,22,1
448,AG-1033045,22,1
449,AG-1033048,22,1
450,AG-1033054,22,1
451,AG-1033055,22,1
452,AG-1033059,22,1
453,AG-1033064,22,1
454,AG-103307,22,1
455,AG-1033082,22,1
456,AG-1033092,22,1
457,AG-103901404,26,1
458,AG-103901406,26,1
459,AG-103901408,26,1
460,AG-1039018,26,1
461,AG-1039031,26,1
462,AG-1039036,26,1
463,AG-1039045,26,1
464,AG-1039051,26,1
465,AG-103907,26,1
466,AG-1039080,26,1
467,AG-1039082,26,1
468,AG-1039091,26,1
469,AG-10495102,33,2
470,AG-104951402,33,2
471,AG-104951404,33,2
472,AG-104951406,33,2
473,AG-104951408,33,2
474,AG-1049527,33,2
475,AG-1049545,33,2
476,AG-1049548,33,2
477,AG-1049551,33,2
478,AG-1049554,33,2
479,AG-1049558,33,2
480,AG-1049559,33,2
481,AG-1049564,33,2
482,AG-104957,33,2
483,AG-1049582,33,2
484,AG-1049593,33,2
485,AG-1049597,33,2
486,AG-1052511,35,2
487,AG-10525139,35,2
488,AG-105251402,35,2
489,AG-105251406,35,2
490,AG-105251408,35,2
491,AG-1052518,35,2
492,AG-1052536,35,2
493,AG-1052539,35,2
494,AG-1052545,35,2
495,AG-1052548,35,2
496,AG-1052555,35,2
497,AG-1052558,35,2
498,AG-1052564,35,2
499,AG-1052582,35,2
500,AG-1052597,35,2
501,AG-10675102,45,1
502,AG-10675120,45,1
503,AG-10675139,45,1
504,AG-106751402,45,1
505,AG-106751408,45,1
506,AG-1067518,45,1
507,AG-1067545,45,1
508,AG-1067555,45,1
509,AG-1067564,45,1
510,AG-106757,45,1
511,AG-1067591,45,1
512,AG-1067598,45,1
513,AG-10765139,51,3
514,AG-107651402,51,3
515,AG-107651406,51,3
516,AG-107651408,51,3
517,AG-10765141,51,3
518,AG-1076518,51,3
519,AG-1076527,51,3
520,AG-1076536,51,3
521,AG-1076539,51,3
522,AG-1076545,51,3
523,AG-1076548,51,3
524,AG-1076555,51,3
525,AG-1076558,51,3
526,AG-1076559,51,3
527,AG-1076564,51,3
528,AG-107658,51,3
529,AG-1076582,51,3
530,AG-1076593,51,3
531,AG-1076598,51,3
532,AG-10900102,60,1
533,AG-10900113,60,1
534,AG-10900120,60,1
535,AG-109001402,60,1
536,AG-109001404,60,1
537,AG-109001406,60,1
538,AG-109001408,60,1
539,AG-1090018,60,1
540,AG-1090045,60,1
541,AG-1090048,60,1
542,AG-1090058,60,1
543,AG-1090064,60,1
544,AG-109007,60,1
545,AG-1090082,60,1
546,AG-1090092,60,1
547,AG-1090093,60,1
548,AG-270134,18,1
549,AG-27022,18,1
550,AG-27023,18,1
551,AG-27032,18,1
552,AG-27049,18,1
553,AG-27086,18,1
554,AG-27087,18,1
555,AG-300108,20,2
556,AG-300134,20,2
557,AG-30067,20,2
558,AG-30087,20,2
559,AG-30095,20,2
560,AG-330110,22,1
561,AG-330122,22,1
562,AG-330129,22,1
563,AG-33086,22,1
564,AG-33095,22,1
565,AG-390109,26,1
566,AG-390134,26,1
567,AG-390136,26,1
568,AG-39032,26,1
569,AG-495103,33,2
570,AG-495111,33,2
571,AG-495117,33,2
572,AG-495134,33,2
573,AG-49523,33,2
574,AG-49561,33,2
575,AG-4958,33,2
576,AG-49589,33,2
577,AG-525117,35,2
578,AG-525129,35,2
579,AG-52533,35,2
580,AG-52560,35,2
581,AG-52569,35,2
582,AG-52595,35,2
583,AG-675108,45,1
584,AG-675111,45,1
585,AG-675117,45,1
586,AG-675134,45,1
587,AG-675136,45,1
588,AG-675137,45,1
589,AG-6758,45,1
590,AG-67587,45,1
591,AG-67595,45,1
592,AG-765134,51,3
593,AG-76522,51,3
594,AG-7653,51,3
595,AG-7658,51,3
596,AG-76595,51,3
597,AG-88888148,20,2
598,AG-900129,60,1
599,AG-90086,60,1
600,AG-90095,60,1
601,AH-10030102,2,2
602,AH-10030103,2,2
603,AH-10030137,2,2
604,AH-10030139,2,2
605,AH-1003014,2,2
606,AH-100301404,2,2
607,AH-100301406,2,2
608,AH-100301408,2,2
609,AH-1003019,2,2
610,AH-1003027,2,2
611,AH-1003033,2,2
612,AH-1003036,2,2
613,AH-1003039,2,2
614,AH-1003045,2,2
615,AH-1003048,2,2
616,AH-100305,2,2
617,AH-1003051,2,2
618,AH-1003058,2,2
619,AH-1003059,2,2
620,AH-1003066,2,2
621,AH-1003069,2,2
622,AH-100308,2,2
623,AH-1003082,2,2
624,AH-1003095,2,2
625,AH-10075117,5,2
626,AH-1007512,5,2
627,AH-10075139,5,2
628,AH-1007514,5,2
629,AH-100751402,5,2
630,AH-100751404,5,2
631,AH-100751406,5,2
632,AH-100751408,5,2
633,AH-1007518,5,2
634,AH-1007522,5,2
635,AH-1007523,5,2
636,AH-1007527,5,2
637,AH-100753,5,2
638,AH-1007545,5,2
639,AH-1007555,5,2
640,AH-1007558,5,2
641,AH-1007559,5,2
642,AH-1007560,5,2
643,AH-1007564,5,2
644,AH-100757,5,2
645,AH-1007582,5,2
646,AH-1007586,5,2
647,AH-1007591,5,2
648,AH-1007593,5,2
649,AH-10120139,8,3
650,AH-101201402,8,3
651,AH-101201404,8,3
652,AH-101201408,8,3
653,AH-1012027,8,3
654,AH-1012039,8,3
655,AH-1012045,8,3
656,AH-101207,8,3
657,AH-101208,8,3
658,AH-1012082,8,3
659,AH-1012091,8,3
660,AH-10195102,13,2
661,AH-10195139,13,2
662,AH-101951402,13,2
663,AH-101951406,13,2
664,AH-101951408,13,2
665,AH-10195141,13,2
666,AH-1019518,13,2
667,AH-1019531,13,2
668,AH-1019539,13,2
669,AH-1019545,13,2
670,AH-1019548,13,2
671,AH-1019558,13,2
672,AH-1019564,13,2
673,AH-101957,13,2
674,AH-1019582,13,2
675,AH-1019597,13,2
676,AH-10210113,14,1
677,AH-10210120,14,1
678,AH-10210139,14,1
679,AH-1021014,14,1
680,AH-102101402,14,1
681,AH-102101404,14,1
682,AH-102101406,14,1
683,AH-102101408,14,1
684,AH-1021018,14,1
685,AH-1021027,14,1
686,AH-1021036,14,1
687,AH-1021045,14,1
688,AH-1021048,14,1
689,AH-102105,14,1
690,AH-1021051,14,1
691,AH-1021055,14,1
692,AH-1021082,14,1
693,AH-1021091,14,1
694,AH-1021098,14,1
695,AH-10465102,31,1
696,AH-10465139,31,1
697,AH-104651402,31,1
698,AH-104651404,31,1
699,AH-104651406,31,1
700,AH-104651408,31,1
701,AH-1046527,31,1
702,AH-1046528,31,1
703,AH-1046536,31,1
704,AH-1046539,31,1
705,AH-1046548,31,1
706,AH-1046558,31,1
707,AH-1046559,31,1
708,AH-104657,31,1
709,AH-1046582,31,1
710,AH-1046593,31,1
711,AH-105851,39,1
712,AH-10585130,39,1
713,AH-10585139,39,1
714,AH-1058514,39,1
715,AH-105851402,39,1
716,AH-105851404,39,1
717,AH-105851408,39,1
718,AH-10585143,39,1
719,AH-1058518,39,1
720,AH-1058527,39,1
721,AH-1058548,39,1
722,AH-1058559,39,1
723,AH-1058564,39,1
724,AH-1058566,39,1
725,AH-105857,39,1
726,AH-1058591,39,1
727,AH-10690120,46,2
728,AH-10690139,46,2
729,AH-106901402,46,2
730,AH-106901404,46,2
731,AH-106901406,46,2
732,AH-106901408,46,2
733,AH-1069027,46,2
734,AH-1069028,46,2
735,AH-1069031,46,2
736,AH-1069045,46,2
737,AH-1069048,46,2
738,AH-1069058,46,2
739,AH-1069064,46,2
740,AH-106907,46,2
741,AH-106908,46,2
742,AH-1069082,46,2
743,AH-1069093,46,2
744,AH-120117,8,3
745,AH-12038,8,3
746,AH-12068,8,3
747,AH-12094,8,3
748,AH-195114,13,2
749,AH-195134,13,2
750,AH-19523,13,2
751,AH-19542,13,2
752,AH-19560,13,2
753,AH-19595,13,2
754,AH-210105,14,1
755,AH-210134,14,1
756,AH-2103,14,1
757,AH-21038,14,1
758,AH-465117,31,1
759,AH-465126,31,1
760,AH-465134,31,1
761,AH-46586,31,1
762,AH-585134,39,1
763,AH-5854,39,1
764,AH-58560,39,1
765,AH-5858,39,1
766,AH-58581,39,1
767,AH-690134,46,2
768,AH-690147,46,2
769,AH-69038,46,2
770,AH-69060,46,2
771,AI-10855120,57,1
772,AI-10855139,57,1
773,AI-108551404,57,1
774,AI-108551406,57,1
775,AI-108551408,57,1
776,AI-1085539,57,1
777,AI-1085548,57,1
778,AI-1085559,57,1
779,AI-1085564,57,1
780,AI-108557,57,1
781,AI-1085592,57,1
782,AI-855107,57,1
783,AI-855108,57,1
784,AI-855134,57,1
785,AI-85586,57,1
786,AJ-107801,52,2
787,AJ-10780139,52,2
788,AJ-107801404,52,2
789,AJ-107801406,52,2
790,AJ-107801408,52,2
791,AJ-1078018,52,2
792,AJ-1078027,52,2
793,AJ-1078034,52,2
794,AJ-1078045,52,2
795,AJ-1078048,52,2
796,AJ-1078058,52,2
797,AJ-1078059,52,2
798,AJ-1078082,52,2
799,AJ-1078091,52,2
800,AJ-1078093,52,2
801,AJ-10795120,53,2
802,AJ-10795139,53,2
803,AJ-107951404,53,2
804,AJ-107951406,53,2
805,AJ-107951408,53,2
806,AJ-1079527,53,2
807,AJ-1079528,53,2
808,AJ-1079545,53,2
809,AJ-1079548,53,2
810,AJ-1079558,53,2
811,AJ-107957,53,2
812,AJ-1079582,53,2
813,AJ-1079598,53,2
814,AJ-10945102,63,1
815,AJ-10945139,63,1
816,AJ-109451402,63,1
817,AJ-109451404,63,1
818,AJ-109451408,63,1
819,AJ-10945143,63,1
820,AJ-1094518,63,1
821,AJ-1094527,63,1
822,AJ-1094531,63,1
823,AJ-1094544,63,1
824,AJ-1094545,63,1
825,AJ-1094548,63,1
826,AJ-109455,63,1
827,AJ-1094558,63,1
828,AJ-109457,63,1
829,AJ-1094582,63,1
830,AJ-1094591,63,1
831,AJ-10960120,64,1
832,AJ-109601404,64,1
833,AJ-109601406,64,1
834,AJ-1096031,64,1
835,AJ-1096036,64,1
836,AJ-1096045,64,1
837,AJ-1096048,64,1
838,AJ-1096051,64,1
839,AJ-1096055,64,1
840,AJ-1096058,64,1
841,AJ-1096059,64,1
842,AJ-1096064,64,1
843,AJ-109607,64,1
844,AJ-1096092,64,1
845,AJ-780108,52,2
846,AJ-780111,52,2
847,AJ-78023,52,2
848,AJ-7803,52,2
849,AJ-78033,52,2
850,AJ-78038,52,2
851,AJ-78060,52,2
852,AJ-78061,52,2
853,AJ-78063,52,2
854,AJ-78095,52,2
855,AJ-795103,53,2
856,AJ-795110,53,2
857,AJ-795122,53,2
858,AJ-795134,53,2
859,AJ-795137,53,2
860,AJ-79533,53,2
861,AJ-79538,53,2
862,AJ-79560,53,2
863,AJ-79586,53,2
864,AJ-945111,63,1
865,AJ-945116,63,1
866,AJ-945137,63,1
867,AJ-94538,63,1
868,AJ-9454,63,1
869,AJ-94595,63,1
870,AJ-960134,64,1
871,AJ-96022,64,1
872,AJ-96033,64,1
873,AJ-96038,64,1
874,AJ-96043,64,1
875,AJ-96086,64,1
876,AJ-96095,64,1
877,AM-10360101,24,2
878,AM-1036011,24,2
879,AM-10360113,24,2
880,AM-10360124,24,2
881,AM-10360139,24,2
882,AM-103601402,24,2
883,AM-103601404,24,2
884,AM-103601406,24,2
885,AM-1036018,24,2
886,AM-1036026,24,2
887,AM-1036039,24,2
888,AM-1036045,24,2
889,AM-1036055,24,2
890,AM-1036058,24,2
891,AM-1036059,24,2
892,AM-1036064,24,2
893,AM-1036066,24,2
894,AM-103607,24,2
895,AM-1036078,24,2
896,AM-10705102,47,1
897,AM-10705120,47,1
898,AM-10705125,47,1
899,AM-10705130,47,1
900,AM-10705139,47,1
901,AM-107051402,47,1
902,AM-107051404,47,1
903,AM-107051406,47,1
904,AM-107051408,47,1
905,AM-10705144,47,1
906,AM-1070527,47,1
907,AM-1070531,47,1
908,AM-1070539,47,1
909,AM-1070545,47,1
910,AM-1070548,47,1
911,AM-1070559,47,1
912,AM-1070564,47,1
913,AM-107057,47,1
914,AM-1070582,47,1
915,AM-1070592,47,1
916,AM-360117,24,2
917,AM-3603,24,2
918,AM-3608,24,2
919,AM-36084,24,2
920,AM-36095,24,2
921,AM-70513,47,1
922,AM-70523,47,1
923,AM-70529,47,1
924,AM-70533,47,1
925,AM-70549,47,1
926,AO-10810102,54,2
927,AO-10810118,54,2
928,AO-10810120,54,2
929,AO-10810139,54,2
930,AO-108101404,54,2
931,AO-1081018,54,2
932,AO-1081026,54,2
933,AO-1081045,54,2
934,AO-1081048,54,2
935,AO-1081058,54,2
936,AO-1081059,54,2
937,AO-1081064,54,2
938,AO-108107,54,2
939,AO-1081082,54,2
940,AO-810110,54,2
941,AO-81023,54,2
942,AO-81063,54,2
943,AO-81095,54,2
944,AP-10720130,48,3
945,AP-10720139,48,3
946,AP-107201402,48,3
947,AP-107201404,48,3
948,AP-107201406,48,3
949,AP-107201408,48,3
950,AP-1072018,48,3
951,AP-1072027,48,3
952,AP-1072036,48,3
953,AP-1072045,48,3
954,AP-1072058,48,3
955,AP-1072059,48,3
956,AP-1072092,48,3
957,AP-1072093,48,3
958,AP-10915139,61,1
959,AP-109151404,61,1
960,AP-109151408,61,1
961,AP-1091518,61,1
962,AP-1091527,61,1
963,AP-1091531,61,1
964,AP-1091536,61,1
965,AP-1091545,61,1
966,AP-1091558,61,1
967,AP-1091559,61,1
968,AP-1091564,61,1
969,AP-109157,61,1
970,AP-1091582,61,1
971,AP-1091592,61,1
972,AP-1091593,61,1
973,AP-720147,48,3
974,AP-72038,48,3
975,AP-72057,48,3
976,AP-72068,48,3
977,AP-72086,48,3
978,AP-915122,61,1
979,AP-915129,61,1
980,AP-915134,61,1
981,AP-91538,61,1
982,AP-91583,61,1
983,AR-10345104,23,2
984,AR-10345113,23,2
985,AR-10345120,23,2
986,AR-10345139,23,2
987,AR-103451402,23,2
988,AR-103451406,23,2
989,AR-10345144,23,2
990,AR-1034518,23,2
991,AR-1034527,23,2
992,AR-1034544,23,2
993,AR-1034545,23,2
994,AR-1034558,23,2
995,AR-1034559,23,2
996,AR-1034564,23,2
997,AR-103457,23,2
998,AR-103458,23,2
999,AR-1034582,23,2
1000,AR-10405102,27,2
1001,AR-10405104,27,2
1002,AR-104051402,27,2
1003,AR-104051404,27,2
1004,AR-104051406,27,2
1005,AR-104051408,27,2
1006,AR-1040527,27,2
1007,AR-1040534,27,2
1008,AR-1040545,27,2
1009,AR-1040548,27,2
1010,AR-104055,27,2
1011,AR-1040558,27,2
1012,AR-1040559,27,2
1013,AR-1040564,27,2
1014,AR-104057,27,2
1015,AR-104058,27,2
1016,AR-1040582,27,2
1017,AR-1040593,27,2
1018,AR-10510120,34,1
1019,AR-105101402,34,1
1020,AR-105101404,34,1
1021,AR-105101406,34,1
1022,AR-10510144,34,1
1023,AR-1051026,34,1
1024,AR-1051027,34,1
1025,AR-1051045,34,1
1026,AR-1051048,34,1
1027,AR-1051051,34,1
1028,AR-1051056,34,1
1029,AR-1051058,34,1
1030,AR-1051064,34,1
1031,AR-105107,34,1
1032,AR-1051082,34,1
1033,AR-1051093,34,1
1034,AR-1051096,34,1
1035,AR-10540102,36,1
1036,AR-105401402,36,1
1037,AR-105401404,36,1
1038,AR-105401406,36,1
1039,AR-1054027,36,1
1040,AR-1054036,36,1
1041,AR-1054045,36,1
1042,AR-1054058,36,1
1043,AR-1054082,36,1
1044,AR-10570102,38,1
1045,AR-1057011,38,1
1046,AR-105701408,38,1
1047,AR-1057018,38,1
1048,AR-1057036,38,1
1049,AR-1057039,38,1
1050,AR-1057044,38,1
1051,AR-1057048,38,1
1052,AR-1057055,38,1
1053,AR-1057058,38,1
1054,AR-1057059,38,1
1055,AR-1057064,38,1
1056,AR-105707,38,1
1057,AR-1057082,38,1
1058,AR-1057088,38,1
1059,AR-10825120,55,2
1060,AR-10825139,55,2
1061,AR-108251402,55,2
1062,AR-108251404,55,2
1063,AR-108251406,55,2
1064,AR-10825143,55,2
1065,AR-1082518,55,2
1066,AR-1082528,55,2
1067,AR-1082531,55,2
1068,AR-1082536,55,2
1069,AR-1082545,55,2
1070,AR-1082548,55,2
1071,AR-1082555,55,2
1072,AR-1082558,55,2
1073,AR-1082559,55,2
1074,AR-1082564,55,2
1075,AR-108257,55,2
1076,AR-1082582,55,2
1077,AR-1082598,55,2
1078,AR-345103,23,2
1079,AR-345108,23,2
1080,AR-345109,23,2
1081,AR-345110,23,2
1082,AR-345134,23,2
1083,AR-345146,23,2
